target,text,reason,lang_reason
0,"not slept at allll, really wish i didnt have work. i should be asleeeep ",,
4,"cummon chelsea, everton are pissing me off. First time in my life when i've actually wanted chelsea to win ",,
0,TheFragile6426 yeah tell me bout it  *pebbles*,,
0,@angelooove oh okay. Sorry I missed our lunch date  boo,,
0,@iamjonathancook WHY ARENT YOU GUYS COMING TO TORONTOS WARPED TOUR DATE ?! same with atl. whatta dissapointment ,,
4,still scary!!! this is come crazy film! haha! geez I need to relax for a phone interview soon ,,
4,@julianzito sharing is caring ,,
4,gona watch the HM movie again  &lt;3,,
0,@pursebuzz http://twitpic.com/66z7a - I don't know why I always click on your doughnut pictures... lol I always end up wanting one ,,
0,I leave for  Savannah Thursday. ,,
0,@melidm Time flies too fast! Before i know my boys will be in college ,,
0,So i pulled a muscle in my back..  it constantly feel like theres a knife in the left side of my lower back.. WHAT A SUMMER TREAT!,,
0,@L_Twin Aww I would love to be one of them ,,
0,@tanya_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin' @ SN?,,
0,"Just deleted my first blog, I didn't get around to posting anything and don't want unfinished material hangin' around on the web. ",,
0,"@ashleecloud You hotdog! That's no fair! I want the new one  But I'm super pumped to even have the one that I have, so no complaints.",,
0,@moanyboot yes exciting as ever lol though not getting a tan today ,,
4,Naw...I'm patient.....when u ready let me Know...  what up world! have a great weekend!,,
0,"after driving an standard for 1 year, driving an auto just feels wrong. ",,
0,@bradpeczka aww just missed out all gone! ,,
0, ...just found out that a friend from my childhood has passed away... May he Rest In Peace.,,
0,"@rhettroberts Apart from being at work, I'm well thanks. I hope you're not getting a cold or flu! That would suck ",,
0,damn it! i lost my charger &amp; i have a msg but i can't view it  FUCK!!!,,
4,Trying to figure out how to work this... ,,
4,"@JoyOfDesserts te one on Campbell ave- my favorite, I have to say.... ",,
4,Summertime camping  loves it,,
0,still figureing out how 2 use this ,,
0,one final down. Only four more to go ,,
4,Got a beer and a day off tomorrow. Relaxing evening should ensue.  ,,
4,Kaffeeklatsch this PM ï¿½ I made German marble cake. Now how to keep the sharks away from itï¿½ ,,
0,"When for a dh ride today with remy and dan had a crash on the off-camber cut my knee, twice ",,
0,"@vickixashton i have.. 19 days left, and.. I Have 10 exams left! ",,
0,does scotland smell? maybe we should ask @mileycyrus or @britneyspears or beyonce for that matter since none of them have gigs here ,,
0,"After doing over 4500 searches I'm starting to get really sick of this. Still 1240 left to do, hopefully by end of the day ",,
4,@RetroRewind  I DO I DO I DO!!!! from the UK!!!!!!!!!!!!!!  xx,,
0,This is the awkwardest thing ever...he is weird bekki  and needs a shower haha,,
4,Reading up on Reiki in the sun ,,
0,Getting pulled over...not a good ending for tonight...especially for my poor bf ,,
4,@bomdominique haha. i got to go now.  lol.  you will finally see what  I have been doing. ,,
0,Just watched the series finale of Scrubs. Why must all good shows end? ,,
4,watching the MTV Movie awards ,,
4,@MalikaDudley Do u tweet when u on Hawai'i isle? And does of take forevers for u? Cuz it does for me. So hard to update da tweeps ,,
0,@TorrenceG lol I had a photoshoot n harlem.  anything worth youtubing?,,
4,"Did some Summer cleaning of my computer, removed 12.5GB ",,
4,@Hallmark_UK You should show Picket Fences again! I love that show. One of my favourites. Cute little Holly Marie Combs in it ,,
0,@djtgif blame irt all on @MrBoutique he did it ,,
4,downloading movies ,,
0,@winknudge too bad im no longer first ,,
0,@HarryRHamlin lovely now ill have nightmares ,,
4,@Decotta no problem at all!  I hope it's working for you soon! tech problems are the worst.,,
0,What hurts the most is having a tooth surgery. I can't open my mouth the way I used to. LET ALONE EAT. ,,
4,If anyone out there love Dave Matthews as much as I do he will be streaming live in 4 mins on hulu ,,
0,Me sad cus i didn't finish watching the machinist ,,
4,@JordanLeanne I still want to hang out with your crazy ass. ,,
0,Rainy day ,,
0,winter is here &amp; i'm freezing my ass off! ,,
4,done wit exams ,,
4,"back from my grandmothers!  happy mothers day to my mom!   The Lord is wonderful, I'm so thankful!&lt;3 i love her! God Bless",,
0,"nap time, remember day off means day off. even though i've gotten two phone calls and one email work related ",,
4,Exciting times when i get a tube ticket for free ,,
0,i'm falling asleep  and i still have tons of hw to do.. jhygtnmk!,,
4,"Poolside &lt;3, running, researching HWFAA  XXX",,
0,raining and feeling crappy ,,
4,@architeuth1s oh thank u hon ,,
0,Dropped ALL my damn fries!!! ,,
0,"@ToastedFrenchie i need to go shopping....publix is always really busy wen i get off work, smh ",,
4,Mr. PIV @jakepiv....WELCOME ,,
4,good morning! what a beautiful day it is!  (via @vacant_heart) Goodnight but Yes a beautiful day it is!,,
0,i wanna go ATL tonight ,,
0,"@benelie awww I know. I'm more concerned about the ladies poll though, if ppl vote off Katee, I'm gonna be sad ",,
4,"Open house between 2-4 at: 7540 Gilles-Bolvin, RDP.  3 bed. Semi-det. CT. Big lot. Near services.$263,900.  http://www.orfeo.ca",,
0,I concur with &quot;caipirinhas /o/&quot; and want u 2 know that ur lives r empty without them and pao de queijo ,,
0,almost done my social studies project! yay! listening to owl city &amp; thinking of new video ideas. tehn studying + more projects. ugh! ,,
0,Yea CirOc is crazy  @isrealdeep,,
0,@amirahamir maybe during transformers?  but gotta confirm with jess if its gonna happen right? what happened to your feet? ,,
4,@berniegrace hehe good one ,,
4,"Spending the day in Newport, RI with the parental units ",,
0,@kisshippie13 It's where my heart beats irregularly so sometimes I have to wear a heart monitor. It sucks ,,
0,June gloom now over. The bloddy sun has returned. Gotta wear sunblock again ,,
0,@BillyTatu you got projects to do that have deadlines that have already passed therefore no at work scrabble for me ,,
4,Still slow getting back to posting and all. Thanks for interviews to Ghostly peeps etc. I'll let you know when new stuff is up ,,
4,thank god its fatal ,,
4,A good nights sleep and a good workout this morning...Maybe work won't suck today.  ,,
0,"@qaern bukan dr babi yg bahaya, tp manusia.. Skrg hindarin tempat2 rame en sumpek.. ",non_english; ,non_english; 
0,"@SabriHorande No soy quien para decir nada sorry de verdad  Just don't Hide from life in books, live it and make it yours to publish! =*",,
0,Sometimes I just wished breakfast would cook itself ,,
0,is stuck at work on what looks like being another gorgeous day ,,
0,"@kyndoll you're going to see JB? aww, lucky  I want to go, but I'm broke and there's no way my mom would let me go after paying so much",,
4,@greenteagirl yes ma'am!  ,,
4,"Can't we all just get along? I mean when in doubt, hug it out!  lol",,
4,Feeling so unmotivated today  need some art in my life. . . Artomatic after my house work is done  yay,,
0,@ddlovato being sick sucks so much. i was gonna see &quot;up&quot; tonight but now i don't know if i can  bleh. good luck tomorrow!,,
0,With sandy and thomas... I just want to go home... ,,
4,@niftynosh Awesome beans ,,
0,How have I only been at work for three hours? It feels like six ,,
4,@teaforlife You're more than welcome!  ,,
0,MSN keeps on crashingggggggg ,,
0,"work was SO intense and freaky tonight, people are so scary ",,
4,@kidkrull http://twitpic.com/6sh67 - ooh looks cute. You and the cat  haha,,
0,@xotaylor I read the first book and I could feel the literary AIDS engulfing my body ,,
0,@Tsali that's not good  bad dryer!,,
4,Today's infinite playlist from Grooveshark hope you all like  -- http://ping.fm/X80IX,,
4,"Naku, lapit na burpday... I am so eyeing this canon E0S rebel xsi 12.2 MP na digital cam. How to hint 2 hubby anyway? ",mixed_language; ,mixed_language; 
0,@ThePISTOL my oh my you are probably THE CUTEST thing ever when playing drums - bamboozle was amazing - bummed i didnt meet you! ,,
0,less followers today ,,
0,"Ouch! the cat just scratched me, must have hit a bone in my hand, as started bleeding and is bruised ",,
4,"Woo! Got off work early!  love you bree + aetelade, full eating food around the drive thru corner. And lol @ andrew, love you all!",,
0,"@HungryGirl I have that same Twitter/FB problem! I finally got FB on the phone &amp; don't think it's poss.  If u find out how, let me know!",,
0,the last game of the brackla footie season rolls around again  what will I do with my Saturdays through the summer?!,,
4,"&quot;i'll follow you , but please , follow me back !&quot;  twitter, the ego booster",,
0,good bye Fernando PeÃ±a....   We miss you!,non_english; ,non_english; 
4,@zemote I loved your photo of using the half pipe  Looks like an excellent way to spend the afternoon although I'd be on the bottom,,
4,@KateKendall I say  is to business as the Red Nose is to cars.,,
0,"@maddisondesigns - let me know if Terminator is any good, keeps getting 2 stars ",,
0,@LeEsSaAahHh i miss u  we will be going hard in vegas for sure &gt; no sleep!,,
0,"Grrr, HUNGRY. Can't eat, fasting before my I have my teeth out under a General ",,
4,It's kind of difficult to send an IM if you're not signed on. ,,
4,@schmunk42 welcome on twitter ,,
4,"Computer updated and raring to go, I love a little housekeeping ",,
0,On the back roads trying to get to Painswick and avoiding the closed m6 southbound  http://twitpic.com/4gybd,,
4,@Beemomma Josh had a cold too with Runny nose. Not Sheys fault ,,
4,@billder i'm back in July. I'd like to plan a happy hour or something. ,,
4,"..They should hook up, mwuhaha! Yesterday I really honestly thought they were going to kiss Ã¶  Can't wait till next sunday! ",,
4,"@HeyMegan Yes, sometimes it is too much to ask for one weekend  maybe lower your asking price to a few hours between 2-5 Sunday",,
0,@Willie_Day26 Aww...man I wanted y'all to perform ,,
0,playing scrabble and I suk at it ,,
4,I LOVE ALISHIAAAAAA WEIKLE &lt;3 &lt;3  ,,
4,"@ideal_angels 5,7,5. a haiku for you:  if i was sober, i would write you a haiku, too bad i am drunk. ",,
0,I think I need to get up  another day at work.,,
0,soo full...plane for home leaves tomorrow ,,
0,@darealfitz What are yall doing? Man I had my swimming suit and everything ready! ,,
4,is 20 today Whoop  thanks for all the birthday messages i look forward to a great day with the friends and family ,,
0,R.I.P ATL  we miss ya already babyboy!!,non_english; ,non_english; 
0,boredddddddddddd.  i need money for beer. ,,
0,Crystal doesn't feel good today. ,,
0,just got back from the E.R..i just had an epiphany!!! no more hot cheetos.. ,,
0,"@Calumfan1 Of course youre excited, youll be breathing the same air as ZQ in a perfectly legal fashion!Youll see the brows! I want 2be u ",,
0,@Tharomas 24 ,non_english; ,non_english; 
4,@I_AM_SWAGG My wonderful nephew is named Myles too ,,
0,"not feelin' good at all. shittttttt, fuck stomachaches, headaches, and body sores. i went to the bathroom a billion times. FML. ",,
0,Hey @otepofficial I can't hear anything   (otep-official live &gt; http://ustre.am/CyJ),,
0,@daisyMSPH awwww no!! I left this morning.. When do u leave back to cali?? I know! We haven't seen eachothr ,,
4,Only 35-ish more minutes to go. Hello weekend ,,
4,Ohh this heart of mine  some day.,,
4,@smallbizlady  good evening how did the presentation go? ,,
4,planning the next year of my life.. in pencil of course so I can always make some revisions ,,
0,"What happened? Missed flight, almost. The pups know I'm leaving and won't have it ",,
0,@ChuckSmith the desktop #Tweetie works nicely. I was talking about the iPhone App... Twittelator Pro needs iPhone 2.2.1 and I'm on 2.2 ,,
0,Court... ,,
4,Aplusk..are u tlking to me?? ,,
0,Why is it snowing? ,,
4,"OMGsh just saw the news n this Lil boy flushed a puppy down the toilet. Good news puppy was ok, just needed another bath! ",,
0,"wishes she could watch ANTM on oxygen while eating moose tracks, with kelly.  sad day.",,
4,just got back from school ,,
4,"Awww, guys, thanks for following me! I just got like 3 followers! You guys rock! So why did you follow me anyways? Just wondering! ",,
4,Photo: my birthday meaaal  http://tumblr.com/xsz21uo3r,,
4,@emmyrossum I feel it's liberating to not be home to catch a show. I can out and enjoy life; watch tv later ,,
0,Dad having fever again.. Not looking too good ,,
0,Signing up on Twitter just so I can use tweetdeck to view trends ,,
0,wow i just watched the MTV movie awards on there website. poor Rob during the kiss i hope that was all intentional   ,,
4,@Sharonyy Haha your right  I haven't even thought of that xD,,
4,I loveeeee that kobe is the highest trending topic Kobe Kobe kobe ,,
0,cleaning cleaning cleaning. . .  the question is are the kids UNdoing it faster than I am doing it?!!?!?!?  I think I'm losing!!!  ,,
4,@Mz_Molina I'll  go with or what ,,
0,Creative juices seem to have dried up.  Need a random topic to bust writers block!,,
0,"is shattered and burnt red from lying in the sun all day  och, jobbies!",,
0,starting to get sick? oh nooo ,,
4,Another great F1 race this morning  Congrats to Vettel and Red Bull. Also well done to Adrian Newey: 3 cars he designed in the top 8 today,,
4,@tjowhistle YIPPEEE!!!!  :0)   ;~)        ,,
4,@fellowshipofone So what you're saying is that you're biased towards Murray? ,,
0,i think i have an eye infection ,,
0,"I want my internets, dad is on and i think i'm missing a good blogtv show ",,
4,@Brantanamo You make me laugh haha. I would come back as a pigeon because then i can poop on whoever i like ! ,,
0,Great iam geting sick  takeing a sh0wer  (DIE OR DANCE),,
4,"@Nkluvr4eva thanks.  the buyer for kate's tickets is gonna be in cherry hill at her friends sister's house, so she can get her tix then ",,
4,@ngw_x yep wohoooo.... party ,,
0,@J_Loyalty yeah. I fell and slid on concrete. ,,
4,@shaneheadboy ,,
0,working on a nice day again and have a mega sick girl friend ,,
0,@keka_ontherocks His account is gone from my list as well.  . They did mention it was hacked a couple of days back.,,
4,@Treeeezy thank u veryy muchh!! ,,
4,@SinaB77 i'll read it in a bit.. i'm writing something at the moment ,,
0,@Killaya aww that sucks.  I will compare Survivalism from last year (old camera) to it this tour on my new cam... wow. O_o,,
0,feelig really really shit  ,,
4,@avenuepink Thanks For Having Me!!!!! ,,
4,okay. this kinda cheered me up.  lol http://tumblr.com/xva1z442t,,
4,@MissCorina where are we going? ,,
0,thinks bebem is angry at me  http://plurk.com/p/12nhu7,,
0,goodnight..wait..good..morning..?  this whole not sleeping thing isnt working out.,,
4,I dunn care about other D-Day's ,,
4,@KellyG5 thanks  they are my babies.,,
0,loved saturday night tinychat session with @joelbeukelman @joshcagwin @sweet_baby_jane and @SunfallDesigns | internet cut out last min ,,
4,"@canuck1975 You look like you had a really great time! Congratulations, dude ",,
4,@PrincessSuperC Awww..that sounds fun! Be safe! ,,
4,@ettelinah@markdan_03 tra let's 'conceptualize' again ,,
0,@endlessblush Still feral   It's impeding on my eating plans too. Not cool.,,
4,@souljaboytellem I Like that . . .i Like that Alot ,,
0,@antonioqrey i miss you too sister!! im okay you? when are you coming home? ,,
0,@Gilaa i don't have any of those colors of course. it'll have to wait until tomorrow. the lips turned out light pink. and not nice. ,,
0,The bus almost left me  sad day!,,
0,"Off to opening night meeting, missing the Tony's  Will catch up and watch them!!! Back ASAP!!",,
4,@JamesTolf That sucks. you should yell at Billy. It's probably his fault somehow. ,,
0,Is still holding off booking his usual Floridean Jollies due to the remarkable amount of rain &amp; thunderstorms they're currently suffering ,,
4,@Aussiemandias Yes!!  FYI: I love your avatar!  Happy Tree Friends is the best!  ,,
0,@xsamantharae wish i was there ,,
4,@yaboiksar I outta make you go in with me. You would look like my little sister and I'd not look so funny. ,,
4,@MyInnerBitch Fist one U BET..... and the second one Yep it will be fun!!  ,,
4,"Trying to find 2Mag somewhere to get. Anyone have any ideas? Can't seem to find it anywhere. Also, thanks everyone for following us! ",,
0,is going to spend the day dropping 'cllr' from people in his phone book. How depressing ,,
4,work sucks ugh cant wait to be home with my babes have some good dinner  and then sleep!,,
0,eat something ; such a boring morning ,,
0,@derouiche don't you still love me ,,
4,Starting the fifth gossip girl book! ,,
4,"@JessicaViberg ooh birthdayparty  then you're going to eat cake, JEALOUS !",,
4,"We're up to 571,744 Meal Packs delivered.  Find out how to join our giving network: http://twitclicks.com/dfyq",,
0,My banana opened itself up in my bag this morning. Bad times ,,
0,I wanna be at Fenway tonight seeing DMB! ,,
4,AH! Is dick allowed to be said on tv?  LydaGraaace (:,,
4,"@DAMIENSHONEY God bless you, too, Rachel!  Glad you enjoyed the verses.",,
0,"@Paige___Mason: Not a lot, being bored and hungry  u?",,
0,"Have my cold drugs now, and I have new shoes!  Feeling a bit down though, and angry at a certain someone for no good reason... ",,
0,"@Artistjgray sorry, but im going to be there just for the weekend and ill be busy the whole time  ill let you know when i come again",,
4,@AngelicVampira aauummmm aauuummm hell I have been trying to teleport to you so hardly :'( its not working so no surprised arrival ,,
4,wanna know who camille and i are texting? hehehe   &lt;3  JK you can't ! haha it's a secret!,,
0,Thinks not looking good for my uncle. Will find out soon ,,
0,Well done Diversity!      Shame about Stavros  Sure Susan will get a contract,,
4,@navs007 red wine nice all gone .. Today indian chai and cake ,,
4,the weekend was soo awesome.... ,,
0,brr. cold shower. it sucks ,,
0,Just talked to my cousin Vaughn. He is so down! Why does he have to live in friggin Sacto ,,
4,My night just ended right wit some pretty wingsssss pwpwpwpwpwpw! sweet dreams twitterlings! ,,
0,just watched jay's last show  Bring on conan!,,
4,"im gnna go out  see you in an hour, or two",,
0,I think its safe to say MTV's original generation and the second generation have been completley alienated. MTV caters only to tweens ,,
0,@Bianca12313 mine is worse on one side too ,,
0,"@Dominiquee_ I dont know, im sorry ",,
0,I am wracking my brain trying to figure out WHAT #orchestragreen could be announcing. Adam is mean ,,
4,@gretelscarlett I  see the lack of sugar ( and food)  kicking in now hey  ,,
0,soooooooo sad im leaving my roomates soon  back home to mom and dad for good..,,
4,@jarve the phrase &quot;are they there yet?&quot; springs to mind ,,
0,@bridgetmckenzie I used to be a lyrical genius like that... until I ran out of things to write songs/poems about! ,,
0,just finished bade..... surfing online... nutn much to do ,,
0,Not one of my friends will go see _kings_of_leon_ with me!!!!  what's up with that!,,
0,Ok seems that every single day this week theres something hindering me from my reviews ,,
0,It makes me sad when Chris is sad    Hope things get better for you Chris. *Hugs*,,
4,Enjoying summer ,,
0,@DesMouseasaurus  What happened?,,
4,"@angelgirljb lol i probs would have slapped him too  stupid teach xD, aw thanks your sweet ",,
0,Just leaving Chicago.. Now comes the LONG ride home. ,,
4,is shit faced  yay transitions!!!!,,
4,i want chips ,,
4,good times tonight.................  ,,
4,"I just saw the coolest wee cloud, looked like a cartoon whale ",,
4,Thank you @tenketanken @lifeinthegalaxy @empowereddanfit for the love and for the retweets!  â¼ â¥ â« âª,,
0,Lunch is over....drat  So hot..think walking home might casue some probs if it doesn't cool a little!,,
4,@RichxNice preach!!  ,,
0,"#Wiebe 989,400 points - he didn't make it ",,
4,"@ad_infinitum Why yes, I can. The Ultimate Vegan Guide by Eric Marcus: http://bit.ly/rQp7n You can always ask me anything, you know. ",,
0,Wishing I could find Simon again........Can't get back on site.......  ,,
4,Of my blowing a kiss....that's to you...  ahahaha! Woooo!!!,,
4,note to self: now limiting time on internet to 1 hour a day - trying  - come back later to check myspace and start facebook ads.,,
0,feeling a little bit ill ,,
0,@peterfacinelli aww...that sucks ,,
4,happy mothers day to mine and yours! ,,
4,is awesome at socialization! ,,
4,At the Philadelphia Zoo ,,
4,@kristenlefauve yes camping! let's go to Tillamook!!  ,,
0,Saw a Bugatti Veyron in the wild (well on the A283 just outside Midhurst) last night. You know what? Not so sexy in real life ,,
0,@caldjr aw hope you feel better soon ,,
4,"@daoism ginger, garlic, and kosher sea salt water? That a new one for a sore throat ",,
4,"My favorites: Black Keys, Fly With Me, Before The Storm, Don't Speak and Turn Right &gt;:] Can't wait for the album!! June 16th! ",,
4,@janine_j9 haha. same.  &amp; myspace &amp; youtube.,,
4,Now adoring Ellen D's voice ,,
4,@jcamalari Oh yes..and..the Brady Bunch you badass. ,,
4,@calgarymother I sent a direct message w/ some tips.  boils down 2 simply being genuine (reading others) and b a part of the conversation.,,
0,sadface I'm not at E3-- but at least everybody in my Twitter feed is going to tell me all about it in terrible detail ,,
0,"Almost finished coding my new layout, I just have the css to do. It's not as good as the preview ",,
0,"Ugh. What? I can't like @Paul_Werewolf , he imprinted Rachel! Shake it off Audrey! ",,
0,"Urgh, tirrrrrrrrrrrrrrred ",,
0,WTF?! no pounds lost since I stopped the lemon diet!!!!  sux....,,
0,@Lilylauren why such big diff between buying Flip from Amazon (+remail to Oz) and yr price? Amz saves me nearly $100? Want 2 support you ,,
4,@girlonlaptop looking forward to it ,,
0,@Tisha_Dawn Hi sweety! It's saturday and I'm working ,,
0,not enjoying the thunderstors ,,
0,http://twitpic.com/8cvg7 - yum. my favorite chips in the world. i want some now! ,,
0,Waves are still great! But I've got an admin day today ,,
0,MY $TAR ANGEL Had a scholarship 2 Yale but she chose 2 attend JOHN Hopkins U in Md. instd...tragedy unnecessary ,,
0,Finallyyy done at work! Only 2 nights left! I feel like i am going to puke ,,
0,"@KaivaD and yeah- it's sad that Ashley had to go, she was cool, but the others were great also! - stupid people who voted! ",,
0,OMG @bia_re1 me too!!! i woke up and could barely move. i think i broke my pinky finger too   oh the dramas of stepping!,,
4,@BB517 LOL yeah he fills in for Rob on keyboards and was on chat earlier in Blockdreamers   Oh is this THE Davy?!?!,,
0,heading to graduation  I do NOT like this....oh and Nick....I'll be looking for you....,,
4,@CharlesEllison Thanks! ,,
4,"@atuarre Yeah, can't cut back on Friday nights up the pub though. I'd go crazy if i sat at home everyday ",,
0,@SongzYuuup  I missed Strata but I heard it was a zoo. Unfortunately late nights at a club and teaching 7th graders doesn't mix well.,,
4,"@insomniacgames hey guys lovin the new vid podcast, are you guys still giving out those Q4B codes I'd like to get my hands on it ",,
0,"My hands smell like fish and sauce, dang it. ",,
0,"@bob_saget Content can't be viewed outside the USA... Well that sucks for your followers from the rest of the world, including me. ",,
0,"REVISION!  french orals.... grrrreat, its truly NOT funny how little concentration i have!! i mean wat the frig??",,
0,@twisted_utopia That sucks...Ty lives like an hour and a half away...we've seen each other 4 times in 2009 ,,
0,torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.,,
4,You say I'm lazy ... I say I'm happy ... ,,
0,wishin u were up.. ,,
4,Busy day at work today. Everyone is either sick or on holidays. Tired now. Time for a much needed coffee. Dog needs one too. Snoring bad ,,
4,"Let me rephrase the last 3 jokes from dane were funny, in nfl blitz if you do somethin bad ass 3 times in a row you are on fire ",,
0,@noefool that's what I was looking forward to the most. ,,
4,"outside,reading my book in the sun ",,
0,@MideVodka  Hang in there buddie! dont let'em get thee,,
4,Wahoo finished for the day but in central london carrying a million and one things. Starbucks time ,,
4,@MichelleZink Many congratulations!! ,,
4,@musicislife90 AWWWWWW!!!!!!  YAY!  I'm SO happy you had a great time!  ,,
4,getting ready for my mani/pedi ,,
4,@diapershops oh geez. It's right there in bright yellow. Sorry. I blame postpartum dementia. ,,
4,- starts work again in 2 weeks. Cannot wait to have moneyyyyyyyyyyyy ,,
4,Awesomeness is being able to chat with Tarn whilst I work and STILL getting stuff done! ,,
0,@kheimmy lol damn I feel the same way but mine pays ,,
0,"@princessaja ya, I've been chillin at home a lot too... finally started feeling better today... almost went to emergency room yesterday ",mixed_language; ,mixed_language; 
4,Is remembering how awesome service was yesterday ,,
4,@Rachelshaw90 it's better now  #Tony_Kahn,,
0,@Dozeymagz Sorry to break that to you ,,
4,roll me in your arms cuz i cant remember ever falling this hard.. -avalanche by DC ,,
4,@highdigi Hehehehe. my hub likes his currys. ,,
0,History Essay ,,
4,@ryesilverman Under a rock? ,,
4,feeling MUCH better this morning.  The flu is NO JOKE!  ,,
0,@rugabu dammit!  i'm probably going to end up going to see that movie alone hahah.,,
0,on my way to work.  ihop tonight with ezelle!,,
4,@esmeeworld http://twitpic.com/5cusa I made a second pic to be sure ,,
0,http://img117.imageshack.us/i/windchimezp4.jpg/ lol going through my imageshack.. i dont know where this wind chime is currently  sadface,,
0,Remembering all of the things I've forgotten....that I can think of...  ,,
0,@RealKidPoker that sucks  what is your next event ?,,
4,so tired. visiting mom and hanging with the fam ,,
4,"@idjd i LOVE the hills, it's very addicting. once you get into it, you're hooked. i suggest you start watching it ",,
0,Ugh!! My back hurts!!! ,,
0,We're getting violent.  Program randomly decided to hate us when we took a break to get food ,,
4,@CharlesCasillo Come here and get my ass then.  No need to wait for happy coincidences!  LOL I'm single and I'll take you!  ,,
0,Also chervil looking a bit tired. ,,
0,"Oh, how I hate English Lit ",,
0,@nicolerichie I hover...toilet seats are alway wet with the flush spray...too yukky ,,
4,"had a blast this weekend it was melissas bday, bbq s on sat n sun!!! puerto rican day parade was yesteday...good times ",,
4,just ate 3 packets of sugar...feeling like i could jump so high i can see where stephanie lives ,,
0,@gvenk Thanks! @AlexanderNL Sorry ,,
4,"@TheSUPERGIRL Its from an organic shop that i always go to, and i just noticed all this goat cheeses  went there yesterday to get some",,
0,some person named stevenlourie wants to fallow me.... kreepy ,,
0,"had a great weekend but this monday is NOT going as planned, my youngest is getting sick all over ",,
0,@rakelgerero coaching???? haha i knew you'd think it wasn't worth missing chilling in the beach for it. ,,
4,"@YoungMrFudge I could only do it with all my anipals! I am truly grateful....blah,blah,blah,....... ",mixed_language; ,mixed_language; 
4,"@RetailMinded in light of your upcoming dog product spotlight, you deserve a #woofwednesday ",,
0,Uggg......My pooch looks like a beer belly ,,
4,finally home from this long long weekend! the angels won! ,,
4,"@featureBlend thanks, its always great to catch up with ya too, and thanks!  ",,
4,@calilewis Inquiring girl minds want to know - where do you get your shirts? ,,
0,I want to do light writing but its hard to do by myself  lol,,
4,I support Dhoni and his men. They will bounce back ,,
0,Well done @MrsGEdwards ! Keep it up - you can do it!!! Sorry its so hot  Sending you cooling thoughts from the Trailtrekker team #ttrek09,,
0,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,,
0,@babygirljer I know   Yoga at 4:30 pm today? I seriously miss my amazon!,,
4,@asexiness Just don't get arrested for swimming in the nude! I only do it when I'm alone with my girlfriend @GoldyMom at the beach. ,,
4,@espeisofficial handle it!  ,non_english; ,non_english; 
4,whoa!....just found ATB.....my favorite...!...what's betteR? ,,
4,Planes  suppose it's to be expected at an airport.,,
4,@chattyman Your show last night had me in stiches ! LOVE IT  xxx,,
4,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 13:58:24 CEST 2009,,
4,time to read eclipse then head off to dream land  x3,,
4,"@mitchelmusso HEY LOW, Mitchel. awesome music  WOOT.",,
4,"Everyone Mothersday is next Sunday, don't forget your moms  get some flowers from proflowers.com",,
4,just watched kellie pickler on ellen! aw man funny stuff! loe both of them! ,,
0,@QuiMo it does seem like Block party is done... ,,
4,"Helping support WORLD HUNGER RELIEF http://tinyurl.com/otrdah Joining the Cause, See how you can help http://bit.ly/co2ZK (Please ReTweet ",,
0,Nothing to do and it's raining outside  boohoo for me ,,
4,O I forgot to say I'm glad that's over haha best part there still plenty guys who have not finished the Giro yet &amp; I'm all showered up ,,
4,RUBBISH I DID NOT ,,
0,"cough + cold + chills +headache... uh-oh, not a good sign ",,
4,@MelanieFresh27 Hello there hope you are having a good weekend ,,
0,wants edward cullen  (the car),,
4,Going to bed now  School tomororw  NIGHT XXX,,
4,"Method &amp; Redman r about to hit the Bozzini Club in Holland tonight....i don't care, i rather watch a movie with my GF ",,
4,@GarretOhm I couldn't resist. ,,
0,"@thatgirlkim1 too bad  I'll fix it for u, wait like 10 min and go try again i'm serious",,
4,I had a chicken crunchwrap supreme from taco bell... Pretty tasty  oh and my ultra delicious strawburry fruitista... Mmmmm,,
0,Need to get sized for a tux after work... I dont think Im ready for Rusty to get married.  The bromance will be over.... ,,
0,I hope Jon &amp; Kate doesn't get a divorce. It would be a tragedy for their kids. ,,
0,im wantin 2 go bk 2 nYc ...... ,,
0,my ear is swollen  stupid roller coaster,,
0,do you ever realize that it always starts to rain wen u plan a good day out ,,
4,hey there peeps....finally people are coming on twitter....its about time! ,,
4,Quick Glamour workout &amp; then a yummy salsa &amp; black chicken with cilantro-tomato salad ,,
4,@debbieskerten Glad I'm not the only one working today! ,,
4,"@nusairat I gotta say, that is probably the most interesting query when taken out of context.  ",,
4,its confirm.. ah1n1 nandito malapit sa amin. hahaha basta maghugas ng kamay using safeguard!  http://plurk.com/p/y5cr5,,
0,"morning, sun is actually shining today!! gtta go to the opticians later ",,
4,aniela can't wait to get out of here and pretend she is a student at harvard ,,
4,@dukadukes Did you end up firing your lawyer in court? Wondering how the judge reacted... ,,
4,is @cantersdeli  http://twitpic.com/6qg8u,,
4,@ninaspringle Do you take your coffee white? They say it's better for your bones.  I take it extra white. ,,
0,OMG sooo hungry and can't make anything till the plasterers done ,,
4,"hmm, Diversity were good, they deserved to win! ",,
4,I love the weekend. ,,
0,wake up early tomorrow . ,,
4,@Bern_morley Thx for the #followfriday mention ,,
