text,label,reason,lang_is_en
i feel all of us did a fantastic job,1,non_english; ,False
im feeling pretty stunned,5,non_english; ,False
i am feeling so amazed,5,non_english; ,False
i feel the weird tension i used to feel before i attempted to tell him i like him,4,duplicate_text; ,True
im feeling jubilant despondent mixed right now,1,non_english; ,False
i feel kinda lame now,0,non_english; ,False
i feel its lovely,2,non_english; ,False
i feel rather tortured throughout the whole show,4,duplicate_text; ,True
i begin if i had an accident with the lawn mower and my hand was cut off blood shooting out in arterial spurts you wouldn t feel kind of weird about it at all and think hey that guy taylor i met yesterday seemed like a nice guy i enjoyed talking to him on the site,4,duplicate_text; ,True
i knew i was feeling agitated irritated and depressed all at the same time,4,duplicate_text; ,True
i feel as if im being tortured very slowly today,3,duplicate_text; ,True
i have been feeling weird all week because i havent been visiting the restroom enough,5,duplicate_text; ,True
i feel devastated he,0,non_english; ,False
im feeling vulnerable,4,non_english; ,False
i am feeling amazing after expressing my emotions to those who mean a lot to me,5,duplicate_text; ,True
i began to feel like i didn t need to be timid,4,non_english; ,False
i feel guilt from inaction and spend much of my time helping and supporting others,1,duplicate_text; ,True
i still feel agitated,3,non_english; ,False
i still feel strange having to depend on someone else for the little things,4,duplicate_text; ,True
i myself no longer feel isolated,0,non_english; ,False
i love so many of them and respect all of them for what they try to do but i don t feel like i would kill to be at this one place or the other and that s a weird indicator because i want to be in that environment,5,duplicate_text; ,True
i just know i feel blank,0,non_english; ,False
im feeling quite content,1,non_english; ,False
i need to think of it differently this way i wont have blood gushing out of my nose and not feel overwhelmed at times where i feel as if i am being smothered,5,duplicate_text; ,True
i ended up feeling a bit strange and started watching him closely when he did that,5,duplicate_text; ,True
i have to remind myself that i just had major surgery and not to expect to feel amazing straight away,5,duplicate_text; ,True
i feel damn skeptical and cynical,4,non_english; ,False
i feel so scared to give in,4,non_english; ,False
i feel that my computer and i have a strange relationship,4,duplicate_text; ,True
i remember it i still feel shocked l,5,non_english; ,False
i feel so lonely yeah,0,non_english; ,False
ive said it before i feel like an ugly person,0,non_english; ,False
i feel broke inside but i wouldnt admit,0,non_english; ,False
i love having a cappuccino in the mall but often i feel a craving for something sweet and a protein bar is a very innocent way to stay on track and indulge my sweet tooth at the same time,2,duplicate_text; ,True
i be feeling brave,1,non_english; ,False
i am feeling regretful about selling,0,non_english; ,False
i am feeling agitated and angry that nothing is working out for me,3,duplicate_text; ,True
i am so numb i feel like it looks funny when i talk,5,non_english; ,False
i am feeling broke,0,non_english; ,False
ive been feeling delicate this week,2,non_english; ,False
i know my friends love me and dusty and my family but i feel like im hated way to much even if im not,3,duplicate_text; ,True
i didnt feel any desire to get romantic,2,non_english; ,False
ive been invited to lots of plays and musicals and concerts that im feeling so overwhelmed,5,duplicate_text; ,True
i feel regret for my beloved city,2,non_english; ,False
i still feel terrified like hell until its over,4,non_english; ,False
i feel too calm,1,non_english; ,False
i have a natural eye i feel like a sweet girl from georgia,2,non_english; ,False
i am feeling tender today,2,non_english; ,False
i feel like it s a little weird that i want people to notice that i picked such a well formed specimen of masculinity,5,duplicate_text; ,True
i feel like a tortured artist when i talk to her,4,duplicate_text; ,True
i feel you cdm a target blank href go,0,non_english; ,False
i feel as though ive been sexually assaulted by ed boggs,0,duplicate_text; ,True
i feel unsuccessful and unaccomplished,0,non_english; ,False
i feel hated i feel fake i am confused i am lost i am found i am hidden i am dead img src http img,3,non_english; ,False
i feel is dazed,5,non_english; ,False
i speak about i feel very energetic,1,non_english; ,False
i feel a bit resentful myself,3,non_english; ,False
i do not feel so strong,1,non_english; ,False
i feel like i will in some weird kind of way,5,non_english; ,False
im feeling kinda naughty,2,non_english; ,False
i feel is gloomy and dangerous,0,non_english; ,False
im feeling sweet ill add honey,2,non_english; ,False
i didnt feel strange when i have a discipline and to the point writing class in matriculation d,5,duplicate_text; ,True
im days away from starting my pre surgery liquid diet and to be honest im feeling a bit overwhelmed at the moment,5,duplicate_text; ,True
i feel very generous today so ive decided to treat you and your special someone on a lunch buffet date at acacia hotel alabang,2,duplicate_text; ,True
i ever used along with loreal max factor and collection so whenever i see either one of these names i instantly feel that sweet nostalgic feeling as if im discovering make up for the first time again,2,duplicate_text; ,True
i no longer feel a longing for him,2,non_english; ,False
i feel pretty chuffed,1,non_english; ,False
i feel like this strange little triangle was something fated to happen,4,duplicate_text; ,True
i really just get the feeling that i m so hated right now and it s such a scary thing,3,duplicate_text; ,True
i feel like i am in a dazed limbo,5,non_english; ,False
i still feel vulnerable,4,non_english; ,False
i feel is amazing,5,non_english; ,False
i feel very tortured inside,4,non_english; ,False
i feel a little delicate today,2,non_english; ,False
i feel like doing something violent,3,non_english; ,False
i am listening i feel rotten,0,non_english; ,False
i feel is strange a href http eagleandhammer,4,duplicate_text; ,True
i feel like a sleep deprived monster,0,non_english; ,False
i am really feeling overwhelmed this year,4,duplicate_text; ,True
i feel fairly shaken up,4,non_english; ,False
i want to do and so much more that i know that i am capable of doing and lately i have been feeling like i am in a rut and no longer as passionate as i once was,1,duplicate_text; ,True
i feel weird saying that on my blog which is technically part of my business but its true,4,duplicate_text; ,True
i feel pretty bff contest,1,non_english; ,False
i feel extremely shaken after saying it,4,non_english; ,False
i feel enraged with myself today and my body,3,non_english; ,False
i am left with a feeling of strange,5,duplicate_text; ,True
i dinged a couple of points for the fabric this is a rayon woven that is a bid rough feeling and the weird very short sleeves bodens sleeves usually run long too,5,duplicate_text; ,True
i was on holidays,1,non_english; ,False
i have been feeling irritable,3,non_english; ,False
i started over im only on week one but im already feeling amazing things happening,5,duplicate_text; ,True
i feel cold few days,3,non_english; ,False
i would feel rich,1,non_english; ,False
i feel so nostalgic,2,non_english; ,False
i would always have this song stuck in my head after a bombing or incident and then i would feel a bit weird about it because if you dont really pay attention to the lyrics it sounds like such a happy song not the type youre supposed to hum on difficult days,5,duplicate_text; ,True
i am feeling stunned and shocked,5,non_english; ,False
i feel agitated for no reason that i understand,3,duplicate_text; ,True
i feel so shocked,5,non_english; ,False
i felt of him but he didnt feel hot like fever,2,non_english; ,False
ive started feeling like almost nothing is worth getting agitated about,4,duplicate_text; ,True
i can feel it like i feel metta loving kindness,2,non_english; ,False
i just feel overwhelmed,4,non_english; ,False
i havent been here very long im feeling sentimental,0,non_english; ,False
i feel like my intelligence was just insulted,3,non_english; ,False
i feel useless i feel like im annoying a disturbance unappreciated failure,0,non_english; ,False
i still feel so overwhelmed and dont know where to begin,5,duplicate_text; ,True
i feel like ive been greedy,3,non_english; ,False
i was feeling amazing,5,non_english; ,False
ive been feeling rather shaken,4,non_english; ,False
i went to the doctor a few days into feeling weird,5,duplicate_text; ,True
i feel like loneliness and sorrow envelope my tortured heart,4,duplicate_text; ,True
i feel it in a gentle kiss,2,non_english; ,False
i feel like i am in this very strange place where i am content happy and connected with myself and my husband but yet i am disappointed that thoughts about the affair continue to enter my mind on a daily basis,4,duplicate_text; ,True
i was listening to the song lovers eyes it hit me that through the course of the song it goes from a somber almost depressingly dark tone to a hopeful redemptive feeling chorus of passionate lyrics,2,duplicate_text; ,True
i feel like your senses are constantly assaulted here so you need a safe space to go sit and be alone and feel at rest in,4,duplicate_text; ,True
i dinged a couple of points for the fabric this is a rayon woven that is a bid rough feeling and the weird very short sleeves bodens sleeves usually run long too,4,duplicate_text; ,True
i feel that i am more considerate to the sensibilities of my work as a designer i m no longer asking the question of could i,2,duplicate_text; ,True
i stand here i do feel strange trying to blend in trying to mingle,4,duplicate_text; non_english; ,False
i was working on my latest project and feeling really overwhelmed and stuck,4,duplicate_text; ,True
i no longer feel burdened or desperate,0,non_english; ,False
i feel weird not going into the animal shelter but i need a break,4,duplicate_text; ,True
i asked for but i still feel blessed,2,non_english; ,False
i feel safe i feel loved i feel wanted,1,non_english; ,False
i feel amazing,1,duplicate_text; non_english; ,False
i was left feeling a bit overwhelmed shocked and emotionally exhausted and yet content that i had chosen to visit and learn from somewhere that actually understood the spectrum of what had happened but i was glad that i had left this museum to last,5,duplicate_text; ,True
i feel rather weird now,4,duplicate_text; non_english; ,False
i began to feel an aching feeling in my jaws,0,non_english; ,False
i wonder if i would have looked at those massive looming peaks and felt amazed at god s power his awesomeness and might instead of feeling overwhelmed by my insignificance smallness and mortality,4,duplicate_text; ,True
i feel so ungrateful because you do so much,0,non_english; ,False
i mantan gue kayak ada im feeling that i loving her mampus gak tuh,2,non_english; ,False
i always feel weird saying since its not like my kids are dating the other kids they are playing with,4,duplicate_text; ,True
im feeling a little strange lately,5,duplicate_text; ,True
i wanted to tell this person before they left but i though they might take it the wrong way or feel weird about it,4,duplicate_text; ,True
i had a car accident,4,non_english; ,False
i feel surprised because i didnt expect it,5,non_english; ,False
i feel like im damaged,0,non_english; ,False
i first don t understand the anxiety i feel or when the voices chatter out of control and i become agitated and bothered by their loud uncontrollable noise filling my head,4,duplicate_text; ,True
i feel like having dumb employees is worse,0,non_english; ,False
i am not trying to get some sort of revenge on my husband i am just feeling restless,4,non_english; ,False
i go to the gym id feel weird wearing a href http chatterbusy,5,non_english; ,False
im just feeling strange,5,non_english; ,False
i feel like i look weird day ago,5,non_english; ,False
i feel more loving pink,2,non_english; ,False
i really do feel like im slutty,2,non_english; ,False
i could feel the strange feeling especially when drinking water,5,duplicate_text; ,True
i feel him her in the gentle breeze,2,non_english; ,False
i feel agitated and,4,non_english; ,False
i must tell you it feels amazing to have some clarity at last,1,duplicate_text; ,True
i like feeling unsure,4,non_english; ,False
i feel fearful and i dont like it,4,non_english; ,False
i still really like him but im starting to have feelings for this other guy who has been supporting me though out this whole situation but he has a girlfriend img src http www,2,duplicate_text; ,True
i do not feel loved at all,2,non_english; ,False
i get very dazed and weak feeling and i get cold sweats,3,non_english; ,False
i feel blessed every second,2,duplicate_text; ,True
i can do it makes me feel so helpless,4,non_english; ,False
i am stressing about an upcoming medical school exam or feeling overwhelmed about the shear amount of knowledge that i need to retain for the boards i will remember my conversation with that woman and be grateful that i have been given the opportunity to learn how to heal others,5,duplicate_text; ,True
i took of the exterior is so outdated i feel weird about posting it here so im not going to,5,duplicate_text; ,True
i feel a little envious,3,non_english; ,False
ive achieved today i feel like a school girl all over again handing in my homework and hoping to get an a plus from the teacher weird analogy but thats how i feel at the moment as giddy as a child,5,duplicate_text; ,True
i feel like wer ealike in the sense messy kami,0,non_english; ,False
i feel more gracious for being alive,2,duplicate_text; ,True
i feel very very very lucky,1,non_english; ,False
i feel i m more talented,1,non_english; ,False
i feel pretty remorseful,0,non_english; ,False
im feeling admired,2,non_english; ,False
i feel vain and selfish for suggesting it,0,non_english; ,False
i feel gentle curious,2,non_english; ,False
i just feel weird sometimes,5,non_english; ,False
i would find out later so i didn t feel strange wearing shorts,5,duplicate_text; ,True
i do not feel angry,3,non_english; ,False
i can still feel you target blank digg a href http stumbleupon,0,non_english; ,False
i feel weird,4,duplicate_text; non_english; ,False
i kinduh feel funny inside,5,non_english; ,False
i felt i was going to have to give up because i was feeling overwhelmed by working on my masters working full time and raising three children and a husband who made me feel like i had four children,4,duplicate_text; ,True
i feel fine pt img title date alt date class inline icon date icon rel smalllight src universal images transparent,1,non_english; ,False
i feel like it has been shaken,4,non_english; ,False
i am tired but i also feel amazing,5,non_english; ,False
i feel good i sing,1,non_english; ,False
i look hot i get leers that make me feel like i might get assaulted,4,non_english; ,False
i feel like i m not worth loving,2,non_english; ,False
i cant decide if i feel stress depressed,0,non_english; ,False
i have graduated i feel kinda weird,5,non_english; ,False
i feel so stupid for believing it,0,non_english; ,False
i feel i feel furious i feel betrayed,3,non_english; ,False
i feel like your senses are constantly assaulted here so you need a safe space to go sit and be alone and feel at rest in,0,duplicate_text; ,True
i feel like a stronger person and i am so much more outgoing,1,non_english; ,False
i feel envious of,3,non_english; ,False
i hate feeling afraid,4,non_english; ,False
i feel i am an innocent person,1,non_english; ,False
i feel numb today,0,non_english; ,False
i am missing you i feel so keen,1,non_english; ,False
i am feeling i am feeling fine,1,non_english; ,False
i cant feel it i dont see it im not convinced at all,1,non_english; ,False
i feel more radiant and present,1,non_english; ,False
i feel so safe,1,non_english; ,False
i was supposed to walk the first min to get my legs back but i was feeling amazing so i just ran,1,duplicate_text; ,True
i get bloated and feel cranky,3,non_english; ,False
i feel like we missed something,0,non_english; ,False
i also feel restless,4,non_english; ,False
i did in fact feel very strange,5,non_english; ,False
i feel blank and usual as always like i feel whenever i got message from friends,0,non_english; ,False
i remember feeling hopeless,0,non_english; ,False
im just feeling weird lately,5,non_english; ,False
im stupid and make me feel like im worthless,0,non_english; ,False
i dont have the bread or sweet cravings like i used to it feels a little weird,4,duplicate_text; ,True
i began dating ben i didn t really feel he liked me a ton,2,non_english; ,False
i feel a bit delicate today,2,non_english; ,False
i feel like i am part of this amazing miracle,5,duplicate_text; ,True
i completely absolve myself of any responsibility to soothe the frayed of nerves of the people who might feel agitated by it,4,duplicate_text; ,True
i don t feel apprehensive,4,non_english; ,False
i feel so strange around my friends these days,4,duplicate_text; ,True
i am feeling completely overwhelmed i have two strategies that help me to feel grounded pour my heart out in my journal in the form of a letter to god and then end with a list of five things i am most grateful for,5,duplicate_text; ,True
i have no more intimate feelings for him and to me that is weird,4,duplicate_text; ,True
im feeling grumpy img alt when i m feeling grumpy height id image img src http,3,non_english; ,False
im just feeling relieved,1,non_english; ,False
i feel so mad guilty,3,non_english; ,False
i started feeling pretty hopeless,0,non_english; ,False
i feel guilt i feel shame i feel sadness i feel angry,3,non_english; ,False
i realize i cannot do so amp feel discontent about it,0,non_english; ,False
i just started taking mine yesterday and i feel kinda funny,5,non_english; ,False
im feeling very overwhelmed by the expectation for me to fill this box full of intriguing and quirky things,4,duplicate_text; ,True
i feel genuinely liked,2,non_english; ,False
i feel a weird and semi embarrassing sense of loss over whatever messages ive missed and will probably never receive,5,duplicate_text; ,True
i feel amazing once i m done,5,non_english; ,False
im not the only one that feels overwhelmed im not out here all alone,4,duplicate_text; ,True
i know it isnt healthy to obsess over weight but ive noticed so many people going through positive changes with their bodies in college and i feel like i have yet to experience that amazing transformation,5,duplicate_text; ,True
i feel like loneliness and sorrow envelope my tortured heart,3,duplicate_text; ,True
i feel i have divine approval i dont question myself,1,non_english; ,False
i am sure you will feel amazed,5,non_english; ,False
i feel like i am so worthless,0,non_english; ,False
i feel like i m being tricked for a numb,0,non_english; ,False
i still feel tender today,2,non_english; ,False
i feel afraid of not being afraid,4,non_english; ,False
i feel like i am one of the most gracious people in the world i can hear a talk about gratitude over and over again,1,duplicate_text; ,True
i go home and things aren t really the same anymore it seems like people don t really change but that s what makes it feel so weird because you come back and you ve changed so much,5,duplicate_text; ,True
i continue to feel relaxed,1,non_english; ,False
im feeling pretty lucky,1,non_english; ,False
i do i say feeling shy,4,non_english; ,False
i feel perfect,1,non_english; ,False
i ventured feeling a strange reversal,5,non_english; ,False
i feel so fucked up so depressed so useless,3,non_english; ,False
i ended up just feeling generally listless and useless,0,non_english; ,False
i look forward to a break like everyone else but let me tell you it feels a little strange when i do it,5,duplicate_text; non_english; ,False
i feel more amazed,5,non_english; ,False
i can t really describe what it feels like to have fish suck on your feet it was kind of weird and i kind of expected to have it freak me out some but it didn t and i would will do it again before i come home,4,duplicate_text; ,True
i still feel unimportant,0,non_english; ,False
i knew i was feeling agitated irritated and depressed all at the same time,3,duplicate_text; ,True
i had begun to feel a little restless in brussels,4,non_english; ,False
i feel every gentle kid should have a dog,2,non_english; ,False
i feel like everyone else is fake,0,non_english; ,False
i am feeling extremely apprehensive,4,non_english; ,False
i don t feel amazed enough,5,non_english; ,False
i am not feeling very funny,5,non_english; ,False
i feel the need to get violent,3,non_english; ,False
i am broken i am alone and i feel utterly useless,0,non_english; ,False
i feel so tortured myself,4,non_english; ,False
i feel strange sometimes,5,non_english; ,False
i remember it all which is right now so i am feeling weird about it now and if i wasnt in the food court i probably run screaming into the bay and try to swim away from the madness,4,duplicate_text; ,True
i still feel a little a lot idiotic,0,non_english; ,False
i feel your words the tender trembling moments start were in a world our very own sharing a love that only few have ever known,2,duplicate_text; ,True
i feel spiteful but alive,3,non_english; ,False
i feel so uncertain so unsure,4,non_english; ,False
i feel i wronged them,3,non_english; ,False
i am feeling frightened,4,non_english; ,False
i mean i stare at it for ten minutes and i go ok i get it i feel aggravated that i,3,non_english; ,False
i feel like it s a pretty amazing time for me,5,non_english; ,False
i feel im unsuccessful,0,non_english; ,False
i feeling so angry,3,non_english; ,False
i am feeling appreciative i need to recognize mr,1,non_english; ,False
i am feeling resolved,1,non_english; ,False
i am just not a beef cheek fan a if i feel generous,2,non_english; ,False
i bought gifts to take home feeling like i was supporting the local economy,2,duplicate_text; ,True
i didnt feel angry at all,3,non_english; ,False
i am hungry i tend to feel grouchy,3,non_english; ,False
i feel stunned spaventa added,5,non_english; ,False
i feel very weird for instance,4,duplicate_text; ,True
i literally feel like im in a hot oven being baked like a potato,2,non_english; ,False
i am feeling needy today,0,non_english; ,False
i drank to feel successful,1,non_english; ,False
i feel very happy,1,non_english; ,False
i album format appeals to me the most but after i got the prints i just started to feel totally overwhelmed and i kept stalling each time i tried to pull it out,4,duplicate_text; ,True
i feel like we never get to see each other and when we do he is so overwhelmed with school we dont have the best communication always,4,duplicate_text; ,True
i feel unloved then i feel hopeless,0,non_english; ,False
i feel fake and im not a fake person,0,non_english; ,False
i feel stressed would be an understatement,3,non_english; ,False
i feel so overwhelmed by my life,5,duplicate_text; ,True
i just feel so overwhelmed,4,duplicate_text; non_english; ,False
i think it will feel strange and amazing to be around my family again,5,duplicate_text; ,True
i told her i was feeling a weird pressure and when she looked she said oh no,4,duplicate_text; ,True
i feel very miserable now,0,non_english; ,False
i am anticipating learning lots feeling overwhelmed but not sucked under and am reminding myself that i can do all things through christ who strengthens me,4,duplicate_text; ,True
i feel a submissive,0,non_english; ,False
i feel so delicate now,2,non_english; ,False
i feel dull trust me,0,non_english; ,False
i lisa have been feeling a bit overwhelmed with trying to get everybody amp everything situated in our new place and all the details of life for different people,4,duplicate_text; ,True
i am already feeling nostalgic for our summer space,2,non_english; ,False
i woke up feeling violent,3,non_english; ,False
i am feeling a little overwhelmed by christmas knitting especially since i started cross stitching and thats taking half my free time i went idea shopping today though and i am starting to feel a little better about the situation,4,duplicate_text; ,True
i was feeling pretty groggy until we stepped into ku va in terminal,0,non_english; ,False
i feel so unsure,4,non_english; ,False
im still feeling stunned,5,non_english; ,False
i feel a bit insecure,4,non_english; ,False
i did take the time to get pics etc just to show how strongly i feel about todays crappest which has been tortured on all the main radio stations,3,duplicate_text; ,True
i feel glad i get she be my side,1,non_english; ,False
i asked feeling ever more frightened,4,non_english; ,False
i am feeling very shocked,5,non_english; ,False
i feel a bit bitchy,3,non_english; ,False
i showed up at the clarks pond cinemagic ready to hand over my ticket and subject myself to one of the most infamous movies that syfy which still feels weird to type has ever created,4,duplicate_text; ,True
i feel like i liked it more be,2,non_english; ,False
i feel so strange and different,5,non_english; ,False
i no longer feel angry i feel immensely sad,3,non_english; ,False
ive been feeling very violent lately,3,non_english; ,False
i managed feeling stunned,5,non_english; ,False
i feel just fucked up,3,non_english; ,False
ill tell em later if i feel liked it,2,non_english; ,False
i went to bed that night feeling overwhelmed with gratitude for having such an amazing family,4,duplicate_text; ,True
i feel is my savage dreamer friend,3,non_english; ,False
i feel unsure,4,non_english; ,False
im feeling envious,3,non_english; ,False
i don t feel particularly tortured,3,duplicate_text; ,True
i am also positive i did not feel impressed to give online,5,non_english; ,False
i feel completely helpless posted on a href http backlinknuke,0,duplicate_text; ,True
i feel to have had my nose to the grindstone as has my collegue but still we are overwhelmed with the amount work still coming in,5,duplicate_text; ,True
i know that when i walk out of my front door i wont feel like i am a stranger in a strange town but that i will feel like i am home,5,duplicate_text; ,True
i am being really ungrateful and i feel like a very selfish brat,3,non_english; ,False
i think i depend on aj to keep her occupied and when im alone with her it feels strange,4,duplicate_text; ,True
i actually feel amazed,5,non_english; ,False
i do not feel sorry at all,0,non_english; ,False
i feel terrific after doing it,1,non_english; ,False
i already feel uncomfortable,4,non_english; ,False
i feel kind of strange,5,non_english; ,False
i just feel so indecisive,4,non_english; ,False
i felt i was going to have to give up because i was feeling overwhelmed by working on my masters working full time and raising three children and a husband who made me feel like i had four children,5,duplicate_text; ,True
i know as time goes on i will feel less overwhelmed,4,duplicate_text; ,True
i have mixed feelings about her kreatuv i cant decide if i want her to be horribly tortured or die kreatuv emotions are so confusing,4,duplicate_text; ,True
i game to get one feeling jolly,1,non_english; ,False
i just feel so heartbroken,0,non_english; ,False
i want to simply let my kids enjoy these houses without feeling tortured,4,duplicate_text; ,True
i didnt feel sympathy for him he got bitchy,3,non_english; ,False
i feel like i havent posted for ages blogging i have missed you,0,non_english; ,False
i tell him how i feel ive liked him for so long,2,non_english; ,False
i must admit i feel a bit weird and look for any nonsense to snap and make look pretty with one of their filters,4,duplicate_text; ,True
someone being arrogant to me,3,non_english; ,False
i feel like i don t talk enough to my beloved,2,non_english; ,False
i don t want to feel like it feels like we re not supporting it,2,non_english; ,False
i feel i deserve a suspicious look,4,non_english; ,False
i love that wet air and lion hair and general sweatiness makes me feel in a weird and sort of unpleasant way like home,4,duplicate_text; ,True
i realised that my legs feel weird like they re not mine and my head feels buzzy,5,duplicate_text; ,True
ive been here three times before but at the same time if feels so weird suddenly being here,4,duplicate_text; ,True
i am feeling so uncomfortable,4,non_english; ,False
i feel love i feel joy and sometimes i feel inadequate and incapable,0,non_english; ,False
i am feeling so vulnerable again,4,non_english; ,False
i swore this year i wasnt going to make the cookies i would only make enough for my family and actually enjoy the baking process and not feel stressed out,0,duplicate_text; ,True
i get angry when i feel helpless,4,non_english; ,False
i still feel a bit funny,5,non_english; ,False
i could feel the souls of his clothing screaming in tortured captivity,4,duplicate_text; ,True
i feel like i m a better person,1,non_english; ,False
i feel passionate about having a leader retreat,1,duplicate_text; ,True
i feel dazed and a little numb,5,non_english; ,False
i feel amazed a href http jenni pho,5,non_english; ,False
i feel a strange gratitude for the hated israeli occupation of sinai that lasted from to for actually recognizing the importance of sinais history,5,duplicate_text; ,True
im really happy right now even though it feels all strange because all of my happy things have been mixed with strange things,5,duplicate_text; ,True
im feeling very petty,3,non_english; ,False
i do feel strange about preferring to go to my spin community rather than my lutheran community,4,duplicate_text; ,True
i feel like an amazing mom,5,non_english; ,False
i feel stunned at how old i am,5,non_english; ,False
i also feel amazing,5,non_english; ,False
i feel so helpless and i feel like i need to do something,4,non_english; ,False
i don t know kallen said feeling troubled,0,non_english; ,False
i feel your gentle beckoning,2,non_english; ,False
i feel for and about you you would know you are accepted and loved all of you just the way you are and you would never again doubt your worth or your place in this world,2,duplicate_text; ,True
ive been feeling so low,0,non_english; ,False
i feel a little strange being called iconic or legendary keen,4,duplicate_text; ,True
im still not sure why reilly feels the need to be so weird,5,duplicate_text; ,True
i feel really disturbed,0,non_english; ,False
i feel more appreciative,1,non_english; ,False
i feel so dangerous,3,non_english; ,False
i feel impressed,5,duplicate_text; non_english; ,False
i feel afraid to be myself,4,non_english; ,False
i just feel like a dumb dumb haha,0,non_english; ,False
i just feel so humiliated and dumb,0,non_english; ,False
i just feel so miserable,0,non_english; ,False
i feeling bitchy,3,non_english; ,False
i wasnt feeling well i felt like i had to eat,1,non_english; ,False
i sometimes feel disillusioned,0,non_english; ,False
i can t believe how lucky i am i feel so blessed,2,non_english; ,False
i feel i must remain faithful too,2,duplicate_text; ,True
i used the same map of the tavern for a non combat role playing encounter in the tavern it would feel strange if the players could sense the presence of the cook in the kitchen behind closed doors,5,duplicate_text; ,True
i had to admit it feels a little strange thinking tha,5,duplicate_text; ,True
i don t believe in fate or destiny but i did feel a strange sense of kismet which was probably more of just the right place at the right time,5,duplicate_text; ,True
i feel amazing pinterest,5,non_english; ,False
i dont i feel vulnerable and fragile and alone,4,non_english; ,False
im feeling quite apprehensive,4,non_english; ,False
im feeling dangerously nostalgic,2,non_english; ,False
i can see in myself a lot of the older son i m angry at god the father not giving me what i want even though i feel that i ve been pretty faithful to him though i ve screwed up plenty,1,duplicate_text; ,True
i havent written in two days so i feel i owe it to all my faithful fans to update,2,duplicate_text; ,True
i am feeling quite hopeful,1,non_english; ,False
i think what i m saying is that i want to feel accepted understood not alone and loved,1,duplicate_text; ,True
im not really sure what the best thing to do is right now because i am feeling very very weird,4,duplicate_text; ,True
i am feeling weird and feel wanna know,5,non_english; ,False
i feel terrible for us,0,non_english; ,False
i feel annoyed or i feel sad,3,non_english; ,False
i feel awfully bitter,3,non_english; ,False
i feel so deeply satisfied,1,non_english; ,False
i feel good now,1,non_english; ,False
i feel so helpless,4,non_english; ,False
i feel funny if my lips are bare,5,non_english; ,False
i do feel a weird need to defend against people who throw out shit like of women in the us have them,5,duplicate_text; ,True
i am trying not to feel so overwhelmed with everything i am trying to make small steps,5,duplicate_text; ,True
i am feeling burdened,0,non_english; ,False
i feel kinda reluctant to upgrade it but i do it anyway,4,non_english; ,False
i feel very irritable,3,non_english; ,False
i feel strange like i m floating in the air,5,non_english; ,False
i feel dazed,5,non_english; ,False
i just feel so appreciative,1,non_english; ,False
i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long,4,duplicate_text; ,True
i did feel a lot less distracted,3,non_english; ,False
i feel like a doomed cassandra,0,non_english; ,False
i feel i should say a few words about this ludicrous work,0,duplicate_text; ,True
i still feel homesick and get upset,0,non_english; ,False
i feel so exhausted and i feel like that weekend is like a rollercoaster ride,0,non_english; ,False
i am not feeling horny,2,non_english; ,False
im sorry if you feel weird doing it but read this out loud,5,duplicate_text; ,True
i feel is strange a href http eagleandhammer,5,duplicate_text; ,True
i light up i feel even more agitated,3,non_english; ,False
i feel agitated,3,non_english; ,False
i am feeling so weird here lately,5,duplicate_text; ,True
i look at my calendar i feel overwhelmed by all of the appointments and obligations coming up,4,duplicate_text; ,True
i feel love i am loved,2,non_english; ,False
ill never forget meeting a woman in an art class and feeling assaulted with her complaints of caring for a difficult mother who had alzheimers,4,duplicate_text; ,True
ive seen i feel satisfied,1,non_english; ,False
i expect it feels funny,5,non_english; ,False
i live feels like this strange little pocket dimension pushed off to the side,4,duplicate_text; ,True
i didnt feel so melancholy,0,non_english; ,False
i feel comfortable after eating,1,non_english; ,False
i feel horny,2,duplicate_text; non_english; ,False
i am feeling amazing,5,non_english; ,False
i remember feeling paranoid,4,non_english; ,False
i begin to feel afraid,4,non_english; ,False
i feel overwhelmed and then ashamed for not feeling like i am able to cope,4,duplicate_text; ,True
i do not think this is true love with steve but what i do feel is a strange connection to him,4,duplicate_text; ,True
i did feel clever,1,non_english; ,False
i have had fun rubbing on it it feels funny,5,non_english; ,False
i was feeling very nostalgic,2,non_english; ,False
i can feel how u feel suddenly when u r angry w me,3,non_english; ,False
i feel ive become complacent,1,non_english; ,False
i feel strange calling marion an oldest friend,5,non_english; ,False
i feel like she did a pretty amazing job,5,non_english; ,False
i still feel damn blardy pissed i still feel damn blardy pissed a href http carelessmum,3,non_english; ,False
i feel a strange sense of foreboding,5,non_english; ,False
i feel really blessed to meet every single one of you,1,duplicate_text; ,True
i have been feeling strange about my eating,5,duplicate_text; ,True
im feeling pretty relieved,1,non_english; ,False
i feel guilty for it,0,non_english; ,False
i left feeling like id assaulted her,4,non_english; ,False
i feel something strange,5,non_english; ,False
i feel unimportant and unneeded,0,non_english; ,False
i guess im just feeling hopeless,0,non_english; ,False
i am slowly starting to engage with the world which feels amazing after being in lock down for so long,5,duplicate_text; ,True
i get an answer deleted i feel i must have been very very naughty indeed,2,non_english; ,False
i feel weird today,5,non_english; ,False
i have slight feeling that fox news channel is supporting john mccain more than others what do you think,2,duplicate_text; ,True
i feel stunned and bereft,5,non_english; ,False
i have gained confidence and i feel like i have become more free,1,non_english; ,False
i just find i feel awkward when it happens,0,non_english; ,False
i feel so rude now,3,non_english; ,False
